condition,time_sec,luminance_mean,visual_change,cut_event,flash_proxy,audio_rms_proxy,audio_derivative_proxy,cue_on,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse
target,158.75,55.72,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
target,159.0,55.438,0.07351,0,0,0.099635,0,1,10,0.0,1.0,0
target,159.25,55.166,0.07677,0,0,0.100376,0,1,10,0.5,0.866025,0
target,159.5,54.904,0.07973,0,0,0.101101,0,1,10,0.866025,0.5,0
target,159.75,54.652,0.08236,0,0,0.10181,0,1,10,1.0,0.0,0
target,160.0,54.412,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
target,160.25,54.181,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
target,160.5,53.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,160.75,53.753,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
target,161.0,53.556,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
target,161.25,53.37,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
target,161.5,53.196,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
target,161.75,53.032,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
target,162.0,52.881,0.08804,0,0,0.107135,0,1,6,0.0,1.0,0
target,162.25,52.741,0.08654,0,0,0.10758,0,1,6,0.5,0.866025,0
target,162.5,52.613,0.08464,0,0,0.10799,0,1,6,0.866025,0.5,0
target,162.75,52.497,0.08236,0,0,0.108365,0,1,6,1.0,0.0,0
target,163.0,52.393,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
target,163.25,52.301,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
target,163.5,52.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,163.75,52.154,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
target,164.0,52.099,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
target,164.25,52.055,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
target,164.5,52.025,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
target,164.75,52.006,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
target,165.0,52.0,0.05,0,0,0.11,0,1,9,0.0,1.0,0
target,165.25,52.006,0.05418,0,0,0.109979,0,1,9,0.5,0.866025,0
target,165.5,52.025,0.05832,0,0,0.109918,0,1,9,0.866025,0.5,0
target,165.75,52.055,0.06236,0,0,0.109815,0,1,9,1.0,0.0,0
target,166.0,52.099,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
target,166.25,52.154,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
target,166.5,52.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,166.75,52.301,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
target,167.0,52.393,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
target,167.25,52.497,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
target,167.5,52.613,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
target,167.75,52.741,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
target,168.0,52.881,0.08804,0,0,0.107135,0,1,9,0.0,1.0,0
target,168.25,53.032,0.08913,0,0,0.106657,0,1,9,0.5,0.866025,0
target,168.5,53.196,0.08978,0,0,0.106147,0,1,9,0.866025,0.5,0
target,168.75,53.37,0.09,0,0,0.105607,0,1,9,1.0,0.0,0
target,169.0,53.556,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
target,169.25,53.753,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
target,169.5,53.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,169.75,54.181,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
target,170.0,54.412,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
target,170.25,54.652,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
target,170.5,54.904,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
target,170.75,55.166,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
target,171.0,55.438,0.07351,0,0,0.099635,0,1,2,0.0,1.0,0
target,171.25,55.72,0.07,0,0,0.098882,0,1,2,0.5,0.866025,0
target,171.5,56.011,0.06627,0,0,0.098119,0,1,2,0.866025,0.5,0
target,171.75,56.313,0.06236,0,0,0.097347,0,1,2,1.0,0.0,0
target,172.0,56.623,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
target,172.25,56.943,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
target,172.5,57.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,172.75,57.61,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
target,173.0,57.956,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
target,173.25,58.31,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
target,173.5,58.672,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
target,173.75,59.042,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
target,174.0,59.42,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
target,174.25,59.805,0.07677,0,0,0.089624,0,1,9,0.5,0.866025,0
target,174.5,60.196,0.07973,0,0,0.088899,0,1,9,0.866025,0.5,0
target,174.75,60.595,0.08236,0,0,0.08819,0,1,9,1.0,0.0,0
target,175.0,61.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
target,175.25,61.411,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
target,175.5,61.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,175.75,62.251,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
target,176.0,62.679,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
target,176.25,63.112,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
target,176.5,63.549,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
target,176.75,63.991,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
target,177.0,64.438,0.08804,0,0,0.082865,0,1,1,0.0,1.0,0
target,177.25,64.888,0.08654,0,0,0.08242,0,1,1,0.5,0.866025,0
target,177.5,65.341,0.08464,0,0,0.08201,0,1,1,0.866025,0.5,0
target,177.75,65.798,0.08236,0,0,0.081635,0,1,1,1.0,0.0,0
target,178.0,66.258,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
target,178.25,66.72,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
target,178.5,67.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,178.75,67.651,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
target,179.0,68.118,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
target,179.25,68.588,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
target,179.5,69.058,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
target,179.75,69.529,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
override,0.0,40.0,0.05,1,0,0.08,0,0,0,0.0,1.0,0
override,0.25,295.471,0.05418,0,1,0.080021,0,0,0,0.5,0.866025,1
override,0.5,295.942,0.05832,0,1,0.080082,0,0,0,0.866025,0.5,1
override,0.75,296.412,0.06236,0,1,0.080185,0,0,0,1.0,0.0,1
override,1.0,41.882,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
override,1.25,42.349,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
override,1.5,42.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,1.75,43.28,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
override,2.0,43.742,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
override,2.25,44.202,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
override,2.5,44.659,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
override,2.75,45.112,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
override,3.0,45.562,0.08804,0,0,0.082865,0,1,8,0.0,1.0,0
override,3.25,46.009,0.08913,0,0,0.083343,0,1,8,0.5,0.866025,0
override,3.5,46.451,0.08978,0,0,0.083853,0,1,8,0.866025,0.5,0
override,3.75,46.888,0.09,0,0,0.084393,0,1,8,1.0,0.0,0
override,4.0,47.321,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
override,4.25,47.749,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
override,4.5,48.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,4.75,48.589,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
override,5.0,49.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
override,5.25,49.405,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
override,5.5,49.804,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
override,5.75,50.195,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
override,6.0,50.58,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
override,6.25,50.958,0.07,0,0,0.091118,0,1,9,0.5,0.866025,0
override,6.5,51.328,0.06627,0,0,0.091881,0,1,9,0.866025,0.5,0
override,6.75,51.69,0.06236,0,0,0.092653,0,1,9,1.0,0.0,0
override,7.0,52.044,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
override,7.25,52.39,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
override,7.5,52.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,7.75,53.057,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
override,8.0,53.377,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
override,8.25,53.687,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
override,8.5,53.989,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
override,8.75,54.28,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
override,9.0,54.562,0.07351,0,0,0.099635,0,1,1,0.0,1.0,0
override,9.25,54.834,0.07677,0,0,0.100376,0,1,1,0.5,0.866025,0
override,9.5,55.096,0.07973,0,0,0.101101,0,1,1,0.866025,0.5,0
override,9.75,55.348,0.08236,0,0,0.10181,0,1,1,1.0,0.0,0
override,10.0,55.588,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
override,10.25,55.819,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
override,10.5,56.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,10.75,56.247,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
override,11.0,56.444,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
override,11.25,56.63,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
override,11.5,56.804,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
override,11.75,56.968,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
override,12.0,57.119,0.08804,0,0,0.107135,0,1,7,0.0,1.0,0
override,12.25,57.259,0.08654,0,0,0.10758,0,1,7,0.5,0.866025,0
override,12.5,57.387,0.08464,0,0,0.10799,0,1,7,0.866025,0.5,0
override,12.75,57.503,0.08236,0,0,0.108365,0,1,7,1.0,0.0,0
override,13.0,57.607,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
override,13.25,57.699,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
override,13.5,57.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,13.75,57.846,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
override,14.0,57.901,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
override,14.25,57.945,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
override,14.5,57.975,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
override,14.75,57.994,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
override,15.0,58.0,0.05,0,0,0.11,0,1,7,0.0,1.0,0
override,15.25,57.994,0.05418,0,0,0.109979,0,1,7,0.5,0.866025,0
override,15.5,57.975,0.05832,0,0,0.109918,0,1,7,0.866025,0.5,0
override,15.75,57.945,0.06236,0,0,0.109815,0,1,7,1.0,0.0,0
override,16.0,57.901,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
override,16.25,57.846,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
override,16.5,57.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,16.75,57.699,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
override,17.0,57.607,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
override,17.25,57.503,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
override,17.5,57.387,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
override,17.75,57.259,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
override,18.0,57.119,0.08804,0,0,0.107135,0,1,3,0.0,1.0,0
override,18.25,56.968,0.08913,0,0,0.106657,0,1,3,0.5,0.866025,0
override,18.5,56.804,0.08978,0,0,0.106147,0,1,3,0.866025,0.5,0
override,18.75,56.63,0.09,0,0,0.105607,0,1,3,1.0,0.0,0
override,19.0,56.444,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
override,19.25,56.247,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
override,19.5,56.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,19.75,55.819,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
override,20.0,55.588,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
override,20.25,55.348,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
override,20.5,55.096,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
override,20.75,54.834,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
override,21.0,54.562,0.07351,0,0,0.099635,0,1,8,0.0,1.0,0
override,21.25,54.28,0.07,0,0,0.098882,0,1,8,0.5,0.866025,0
override,21.5,53.989,0.06627,0,0,0.098119,0,1,8,0.866025,0.5,0
override,21.75,53.687,0.06236,0,0,0.097347,0,1,8,1.0,0.0,0
override,22.0,53.377,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
override,22.25,53.057,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
override,22.5,52.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,22.75,52.39,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
override,23.0,52.044,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
override,23.25,51.69,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
override,23.5,51.328,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
override,23.75,50.958,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
override,24.0,50.58,0.07351,0,0,0.090365,0,1,4,0.0,1.0,0
override,24.25,50.195,0.07677,0,0,0.089624,0,1,4,0.5,0.866025,0
override,24.5,49.804,0.07973,0,0,0.088899,0,1,4,0.866025,0.5,0
override,24.75,49.405,0.08236,0,0,0.08819,0,1,4,1.0,0.0,0
override,25.0,49.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
override,25.25,48.589,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
override,25.5,48.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,25.75,47.749,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
override,26.0,47.321,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
override,26.25,46.888,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
override,26.5,46.451,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
override,26.75,46.009,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
override,27.0,45.562,0.08804,0,0,0.082865,0,1,9,0.0,1.0,0
override,27.25,45.112,0.08654,0,0,0.08242,0,1,9,0.5,0.866025,0
override,27.5,44.659,0.08464,0,0,0.08201,0,1,9,0.866025,0.5,0
override,27.75,44.202,0.08236,0,0,0.081635,0,1,9,1.0,0.0,0
override,28.0,43.742,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
override,28.25,43.28,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
override,28.5,42.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,28.75,42.349,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
override,29.0,41.882,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
override,29.25,41.412,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
override,29.5,40.942,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
override,29.75,40.471,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
override,30.0,40.0,0.05,0,0,0.08,0,1,5,0.0,1.0,0
override,30.25,39.529,0.05418,0,0,0.080021,0,1,5,0.5,0.866025,0
override,30.5,39.058,0.05832,0,0,0.080082,0,1,5,0.866025,0.5,0
override,30.75,38.588,0.06236,0,0,0.080185,0,1,5,1.0,0.0,0
override,31.0,38.118,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
override,31.25,37.651,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
override,31.5,37.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,31.75,36.72,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
override,32.0,36.258,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
override,32.25,35.798,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
override,32.5,35.341,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
override,32.75,34.888,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
override,33.0,34.438,0.08804,0,0,0.082865,0,1,1,0.0,1.0,0
override,33.25,33.991,0.08913,0,0,0.083343,0,1,1,0.5,0.866025,0
override,33.5,33.549,0.08978,0,0,0.083853,0,1,1,0.866025,0.5,0
override,33.75,33.112,0.09,0,0,0.084393,0,1,1,1.0,0.0,0
override,34.0,32.679,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
override,34.25,32.251,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
override,34.5,31.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,34.75,31.411,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
override,35.0,31.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
override,35.25,30.595,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
override,35.5,30.196,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
override,35.75,29.805,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
override,36.0,29.42,0.07351,0,0,0.090365,0,1,4,0.0,1.0,0
override,36.25,29.042,0.07,0,0,0.091118,0,1,4,0.5,0.866025,0
override,36.5,28.672,0.06627,0,0,0.091881,0,1,4,0.866025,0.5,0
override,36.75,28.31,0.06236,0,0,0.092653,0,1,4,1.0,0.0,0
override,37.0,27.956,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
override,37.25,27.61,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
override,37.5,27.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,37.75,26.943,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
override,38.0,26.623,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
override,38.25,26.313,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
override,38.5,26.011,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
override,38.75,25.72,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
override,39.0,25.438,0.07351,0,0,0.099635,0,1,10,0.0,1.0,0
override,39.25,25.166,0.07677,0,0,0.100376,0,1,10,0.5,0.866025,0
override,39.5,24.904,0.07973,0,0,0.101101,0,1,10,0.866025,0.5,0
override,39.75,24.652,0.08236,0,0,0.10181,0,1,10,1.0,0.0,0
override,40.0,24.412,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
override,40.25,24.181,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
override,40.5,23.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,40.75,23.753,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
override,41.0,23.556,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
override,41.25,23.37,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
override,41.5,23.196,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
override,41.75,23.032,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
override,42.0,22.881,0.08804,0,0,0.107135,0,1,10,0.0,1.0,0
override,42.25,22.741,0.08654,0,0,0.10758,0,1,10,0.5,0.866025,0
override,42.5,22.613,0.08464,0,0,0.10799,0,1,10,0.866025,0.5,0
override,42.75,22.497,0.08236,0,0,0.108365,0,1,10,1.0,0.0,0
override,43.0,22.393,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
override,43.25,22.301,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
override,43.5,22.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,43.75,22.154,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
override,44.0,22.099,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
override,44.25,22.055,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
override,44.5,22.025,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
override,44.75,22.006,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
override,45.0,47.0,0.05,1,0,0.11,0,1,6,0.0,1.0,0
override,45.25,47.006,0.05418,0,0,0.109979,0,1,6,0.5,0.866025,0
override,45.5,47.025,0.05832,0,0,0.109918,0,1,6,0.866025,0.5,0
override,45.75,47.055,0.06236,0,0,0.109815,0,1,6,1.0,0.0,0
override,46.0,47.099,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
override,46.25,47.154,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
override,46.5,47.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,46.75,47.301,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
override,47.0,47.393,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
override,47.25,47.497,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
override,47.5,47.613,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
override,47.75,47.741,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
override,48.0,47.881,0.08804,0,0,0.107135,0,1,6,0.0,1.0,0
override,48.25,48.032,0.08913,0,0,0.106657,0,1,6,0.5,0.866025,0
override,48.5,48.196,0.08978,0,0,0.106147,0,1,6,0.866025,0.5,0
override,48.75,48.37,0.09,0,0,0.105607,0,1,6,1.0,0.0,0
override,49.0,48.556,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
override,49.25,48.753,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
override,49.5,48.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,49.75,49.181,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
override,50.0,49.412,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
override,50.25,49.652,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
override,50.5,49.904,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
override,50.75,50.166,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
override,51.0,50.438,0.07351,0,0,0.099635,0,1,4,0.0,1.0,0
override,51.25,50.72,0.07,0,0,0.098882,0,1,4,0.5,0.866025,0
override,51.5,51.011,0.06627,0,0,0.098119,0,1,4,0.866025,0.5,0
override,51.75,51.313,0.06236,0,0,0.097347,0,1,4,1.0,0.0,0
override,52.0,51.623,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
override,52.25,51.943,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
override,52.5,52.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,52.75,52.61,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
override,53.0,52.956,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
override,53.25,53.31,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
override,53.5,53.672,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
override,53.75,54.042,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
override,54.0,54.42,0.07351,0,0,0.090365,0,1,6,0.0,1.0,0
override,54.25,54.805,0.07677,0,0,0.089624,0,1,6,0.5,0.866025,0
override,54.5,55.196,0.07973,0,0,0.088899,0,1,6,0.866025,0.5,0
override,54.75,55.595,0.08236,0,0,0.08819,0,1,6,1.0,0.0,0
override,55.0,56.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
override,55.25,56.411,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
override,55.5,56.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,55.75,57.251,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
override,56.0,57.679,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
override,56.25,58.112,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
override,56.5,58.549,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
override,56.75,58.991,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
override,57.0,59.438,0.08804,0,0,0.082865,0,1,3,0.0,1.0,0
override,57.25,59.888,0.08654,0,0,0.08242,0,1,3,0.5,0.866025,0
override,57.5,60.341,0.08464,0,0,0.08201,0,1,3,0.866025,0.5,0
override,57.75,60.798,0.08236,0,0,0.081635,0,1,3,1.0,0.0,0
override,58.0,61.258,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
override,58.25,61.72,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
override,58.5,62.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,58.75,62.651,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
override,59.0,63.118,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
override,59.25,63.588,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
override,59.5,64.058,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
override,59.75,64.529,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
override,60.0,65.0,0.05,0,0,0.08,0,1,4,0.0,1.0,0
override,60.25,65.471,0.05418,0,0,0.080021,0,1,4,0.5,0.866025,0
override,60.5,65.942,0.05832,0,0,0.080082,0,1,4,0.866025,0.5,0
override,60.75,66.412,0.06236,0,0,0.080185,0,1,4,1.0,0.0,0
override,61.0,66.882,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
override,61.25,67.349,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
override,61.5,67.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,61.75,68.28,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
override,62.0,68.742,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
override,62.25,69.202,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
